"Date","Temp","Umidità","Remark"
2023/03/04 17:01:59,"12.13℃","53.38%",""
2023/03/04 17:11:59,"12.06℃","53.31%",""
2023/03/04 17:21:59,"11.94℃","53.38%",""
2023/03/04 17:31:59,"11.94℃","53.75%",""
2023/03/04 17:41:59,"11.81℃","54.00%",""
2023/03/04 17:51:59,"11.63℃","54.50%",""
2023/03/04 18:01:59,"11.31℃","55.25%",""
2023/03/04 18:11:59,"11.00℃","55.75%",""
2023/03/04 18:21:59,"10.81℃","56.31%",""
2023/03/04 18:31:59,"10.63℃","56.88%",""
2023/03/04 18:41:59,"10.50℃","57.06%",""
2023/03/04 18:51:59,"10.38℃","57.56%",""
2023/03/04 19:01:59,"10.31℃","57.81%",""
2023/03/04 19:11:59,"10.13℃","58.81%",""
2023/03/04 19:21:59,"10.06℃","59.00%",""
2023/03/04 19:31:59,"9.94℃","59.38%",""
2023/03/04 19:41:59,"9.81℃","60.06%",""
2023/03/04 19:51:59,"9.69℃","60.62%",""
2023/03/04 20:01:59,"9.56℃","61.31%",""
2023/03/04 20:11:59,"9.44℃","61.75%",""
2023/03/04 20:21:59,"9.25℃","61.81%",""
2023/03/04 20:31:59,"9.13℃","62.25%",""
2023/03/04 20:41:59,"9.00℃","62.44%",""
2023/03/04 20:51:59,"8.94℃","62.88%",""
2023/03/04 21:01:59,"8.81℃","62.75%",""
2023/03/04 21:11:59,"8.75℃","63.06%",""
2023/03/04 21:21:59,"8.63℃","63.06%",""
2023/03/04 21:31:59,"8.50℃","63.44%",""
2023/03/04 21:41:59,"8.31℃","63.81%",""
2023/03/04 21:51:59,"8.19℃","64.06%",""
2023/03/04 22:01:59,"8.00℃","64.44%",""
2023/03/04 22:11:59,"7.75℃","64.50%",""
2023/03/04 22:21:59,"7.63℃","64.88%",""
2023/03/04 22:31:59,"7.50℃","65.06%",""
2023/03/04 22:41:59,"7.38℃","65.25%",""
2023/03/04 22:51:59,"7.31℃","65.44%",""
2023/03/04 23:01:59,"7.19℃","65.50%",""
2023/03/04 23:11:59,"7.06℃","65.88%",""
2023/03/04 23:21:59,"6.88℃","65.94%",""
2023/03/04 23:31:59,"6.75℃","66.25%",""
2023/03/04 23:41:59,"6.69℃","66.44%",""
2023/03/04 23:51:59,"6.63℃","66.44%",""
2023/03/05 00:01:59,"6.56℃","66.69%",""
2023/03/05 00:11:59,"6.50℃","66.75%",""
2023/03/05 00:21:59,"6.06℃","66.69%",""
2023/03/05 00:31:59,"5.81℃","67.44%",""
2023/03/05 00:41:59,"5.69℃","68.00%",""
2023/03/05 00:51:59,"5.69℃","68.19%",""
2023/03/05 01:01:59,"5.81℃","68.06%",""
2023/03/05 01:11:59,"5.81℃","68.19%",""
2023/03/05 01:21:59,"5.81℃","68.19%",""
2023/03/05 01:31:59,"5.69℃","68.12%",""
2023/03/05 01:41:59,"5.63℃","68.31%",""
2023/03/05 01:51:59,"5.56℃","68.62%",""
2023/03/05 02:01:59,"5.44℃","68.69%",""
2023/03/05 02:11:59,"5.31℃","68.94%",""
2023/03/05 02:21:59,"5.25℃","69.06%",""
2023/03/05 02:31:59,"5.25℃","68.81%",""
2023/03/05 02:41:59,"5.13℃","69.12%",""
2023/03/05 02:51:59,"4.94℃","69.25%",""
2023/03/05 03:01:59,"4.81℃","69.38%",""
2023/03/05 03:11:59,"4.69℃","69.69%",""
2023/03/05 03:21:59,"4.56℃","69.81%",""
2023/03/05 03:31:59,"4.50℃","69.88%",""
2023/03/05 03:41:59,"4.44℃","69.81%",""
2023/03/05 03:51:59,"4.44℃","69.81%",""
2023/03/05 04:01:59,"4.44℃","69.75%",""
2023/03/05 04:11:59,"4.31℃","69.56%",""
2023/03/05 04:21:59,"4.25℃","69.62%",""
2023/03/05 04:31:59,"4.25℃","69.69%",""
2023/03/05 04:41:59,"4.19℃","69.69%",""
2023/03/05 04:51:59,"4.13℃","69.69%",""
2023/03/05 05:01:59,"4.13℃","69.69%",""
2023/03/05 05:11:59,"4.00℃","69.88%",""
2023/03/05 05:21:59,"3.94℃","69.81%",""
2023/03/05 05:31:59,"3.88℃","69.94%",""
2023/03/05 05:41:59,"3.69℃","70.06%",""
2023/03/05 05:51:59,"3.69℃","70.19%",""
2023/03/05 06:01:59,"3.75℃","70.06%",""
2023/03/05 06:11:59,"3.63℃","70.12%",""
2023/03/05 06:21:59,"3.56℃","69.94%",""
2023/03/05 06:31:59,"3.50℃","69.56%",""
2023/03/05 06:41:59,"3.44℃","69.25%",""
2023/03/05 06:51:59,"3.44℃","69.00%",""
2023/03/05 07:01:59,"3.50℃","68.69%",""
2023/03/05 07:11:59,"3.50℃","68.50%",""
2023/03/05 07:21:59,"3.50℃","68.25%",""
2023/03/05 07:31:59,"3.63℃","68.19%",""
2023/03/05 07:41:59,"3.69℃","67.88%",""
2023/03/05 07:51:59,"3.81℃","67.56%",""
2023/03/05 08:01:59,"4.00℃","66.81%",""
2023/03/05 08:11:59,"4.31℃","66.19%",""
2023/03/05 08:21:59,"4.63℃","65.88%",""
2023/03/05 08:31:59,"5.06℃","64.56%",""
2023/03/05 08:41:59,"5.44℃","63.94%",""
2023/03/05 08:51:59,"5.94℃","62.50%",""
2023/03/05 09:01:59,"6.38℃","62.06%",""
2023/03/05 09:11:59,"6.75℃","61.56%",""
2023/03/05 09:21:59,"7.06℃","61.81%",""
2023/03/05 09:31:59,"7.44℃","62.25%",""
2023/03/05 09:41:59,"7.75℃","63.25%",""
2023/03/05 09:51:59,"8.13℃","63.56%",""
2023/03/05 10:01:59,"8.44℃","63.25%",""
2023/03/05 10:11:59,"8.75℃","63.00%",""
2023/03/05 10:21:59,"9.00℃","62.19%",""
2023/03/05 10:31:59,"9.19℃","62.00%",""
2023/03/05 10:41:59,"9.44℃","60.75%",""
2023/03/05 10:51:59,"9.69℃","60.69%",""
2023/03/05 11:01:59,"9.81℃","60.56%",""
2023/03/05 11:11:59,"10.00℃","60.06%",""
2023/03/05 11:21:59,"10.00℃","60.19%",""
2023/03/05 11:31:59,"10.25℃","59.69%",""
2023/03/05 11:41:59,"10.50℃","59.62%",""
2023/03/05 11:51:59,"10.69℃","59.44%",""
2023/03/05 12:01:59,"10.81℃","58.44%",""
2023/03/05 12:11:59,"10.81℃","58.38%",""
2023/03/05 12:21:59,"10.88℃","58.38%",""
2023/03/05 12:31:59,"11.00℃","58.38%",""
2023/03/05 12:41:59,"11.25℃","58.25%",""
2023/03/05 12:51:59,"11.44℃","57.88%",""
2023/03/05 13:01:59,"11.56℃","57.75%",""
2023/03/05 13:11:59,"11.56℃","56.94%",""
2023/03/05 13:21:59,"11.88℃","56.25%",""
2023/03/05 13:31:59,"11.75℃","56.50%",""
2023/03/05 13:41:59,"11.88℃","56.19%",""
2023/03/05 13:51:59,"12.00℃","56.31%",""
2023/03/05 14:01:59,"12.00℃","56.00%",""
2023/03/05 14:11:59,"12.25℃","55.81%",""
2023/03/05 14:21:59,"12.25℃","55.62%",""
2023/03/05 14:31:59,"12.31℃","55.81%",""
2023/03/05 14:41:59,"12.44℃","55.50%",""
2023/03/05 14:51:59,"12.56℃","53.94%",""
2023/03/05 15:01:59,"12.63℃","53.69%",""
2023/03/05 15:11:59,"12.56℃","53.06%",""
2023/03/05 15:21:59,"12.44℃","53.94%",""
2023/03/05 15:31:59,"12.63℃","52.56%",""
2023/03/05 15:41:59,"12.56℃","53.12%",""
2023/03/05 15:51:59,"12.56℃","52.94%",""
2023/03/05 16:01:59,"12.56℃","52.25%",""
2023/03/05 16:11:59,"12.50℃","52.69%",""
2023/03/05 16:21:59,"12.50℃","51.94%",""
2023/03/05 16:31:59,"12.56℃","50.56%",""
2023/03/05 16:41:59,"12.50℃","50.75%",""
2023/03/05 16:51:59,"12.44℃","50.88%",""
2023/03/05 17:01:59,"12.38℃","51.06%",""
2023/03/05 17:11:59,"12.31℃","51.12%",""
2023/03/05 17:21:59,"12.19℃","51.31%",""
2023/03/05 17:31:59,"12.06℃","51.56%",""
2023/03/05 17:41:59,"11.88℃","51.94%",""
2023/03/05 17:51:59,"11.63℃","52.44%",""
2023/03/05 18:01:59,"11.56℃","52.88%",""
2023/03/05 18:11:59,"11.44℃","53.38%",""
2023/03/05 18:21:59,"11.31℃","53.75%",""
2023/03/05 18:31:59,"11.06℃","54.62%",""
2023/03/05 18:41:59,"10.88℃","55.38%",""
2023/03/05 18:51:59,"10.69℃","56.19%",""
2023/03/05 19:01:59,"10.56℃","57.12%",""
2023/03/05 19:11:59,"10.50℃","58.06%",""
2023/03/05 19:21:59,"10.31℃","58.56%",""
2023/03/05 19:31:59,"10.13℃","59.38%",""
2023/03/05 19:41:59,"9.94℃","60.06%",""
2023/03/05 19:51:59,"9.75℃","60.69%",""
2023/03/05 20:01:59,"9.56℃","61.38%",""
2023/03/05 20:11:59,"9.44℃","61.25%",""
2023/03/05 20:21:59,"9.38℃","61.56%",""
2023/03/05 20:31:59,"9.25℃","62.12%",""
2023/03/05 20:41:59,"9.13℃","62.50%",""
2023/03/05 20:51:59,"9.06℃","62.88%",""
2023/03/05 21:01:59,"8.88℃","63.31%",""
2023/03/05 21:11:59,"8.75℃","63.88%",""
2023/03/05 21:21:59,"8.63℃","64.06%",""
2023/03/05 21:31:59,"8.56℃","64.25%",""
2023/03/05 21:41:59,"8.50℃","64.62%",""
2023/03/05 21:51:59,"8.44℃","64.62%",""
2023/03/05 22:01:59,"8.38℃","64.81%",""
2023/03/05 22:11:59,"8.38℃","65.12%",""
2023/03/05 22:21:59,"8.50℃","64.88%",""
2023/03/05 22:31:59,"8.63℃","64.62%",""
2023/03/05 22:41:59,"8.81℃","64.50%",""
2023/03/05 22:51:59,"8.88℃","64.12%",""
2023/03/05 23:01:59,"8.75℃","64.19%",""
2023/03/05 23:11:59,"8.56℃","64.56%",""
2023/03/05 23:21:59,"8.50℃","64.94%",""
2023/03/05 23:31:59,"8.44℃","65.00%",""
2023/03/05 23:41:59,"8.19℃","65.62%",""
2023/03/05 23:51:59,"8.06℃","66.00%",""
2023/03/06 00:01:59,"7.94℃","66.44%",""
2023/03/06 00:11:59,"7.75℃","66.62%",""
2023/03/06 00:21:59,"7.88℃","66.62%",""
2023/03/06 00:31:59,"8.06℃","66.12%",""
2023/03/06 00:41:59,"8.25℃","65.44%",""
2023/03/06 00:51:59,"8.19℃","65.00%",""
2023/03/06 01:01:59,"8.06℃","65.00%",""
2023/03/06 01:11:59,"8.00℃","64.69%",""
2023/03/06 01:21:59,"8.00℃","64.69%",""
2023/03/06 01:31:59,"7.94℃","64.62%",""
2023/03/06 01:41:59,"7.94℃","64.62%",""
2023/03/06 01:51:59,"7.94℃","64.56%",""
2023/03/06 02:01:59,"7.88℃","64.44%",""
2023/03/06 02:11:59,"7.88℃","64.31%",""
2023/03/06 02:21:59,"7.81℃","64.06%",""
2023/03/06 02:31:59,"7.69℃","64.19%",""
2023/03/06 02:41:59,"7.69℃","64.31%",""
2023/03/06 02:51:59,"7.63℃","64.31%",""
2023/03/06 03:01:59,"7.56℃","64.50%",""
2023/03/06 03:11:59,"7.44℃","64.88%",""
2023/03/06 03:21:59,"7.38℃","65.00%",""
2023/03/06 03:31:59,"7.31℃","65.12%",""
2023/03/06 03:41:59,"7.25℃","65.31%",""
2023/03/06 03:51:59,"7.06℃","65.81%",""
2023/03/06 04:01:59,"7.00℃","66.19%",""
2023/03/06 04:11:59,"6.94℃","66.00%",""
2023/03/06 04:21:59,"6.81℃","66.12%",""
2023/03/06 04:31:59,"6.56℃","66.62%",""
2023/03/06 04:41:59,"6.44℃","66.94%",""
2023/03/06 04:51:59,"6.31℃","67.19%",""
2023/03/06 05:01:59,"6.31℃","67.69%",""
2023/03/06 05:11:59,"6.00℃","67.75%",""
2023/03/06 05:21:59,"5.81℃","68.56%",""
2023/03/06 05:31:59,"5.81℃","68.69%",""
2023/03/06 05:41:59,"5.81℃","68.81%",""
2023/03/06 05:51:59,"5.75℃","69.00%",""
2023/03/06 06:01:59,"5.81℃","68.88%",""
2023/03/06 06:11:59,"5.81℃","68.88%",""
2023/03/06 06:21:59,"5.88℃","68.81%",""
2023/03/06 06:31:59,"6.13℃","68.69%",""
2023/03/06 06:41:59,"6.31℃","68.25%",""
2023/03/06 06:51:59,"6.56℃","67.69%",""
2023/03/06 07:01:59,"6.69℃","67.50%",""
2023/03/06 07:11:59,"6.88℃","67.19%",""
2023/03/06 07:21:59,"7.06℃","67.06%",""
2023/03/06 07:31:59,"7.31℃","66.69%",""
2023/03/06 07:41:59,"7.44℃","66.56%",""
2023/03/06 07:51:59,"7.50℃","66.44%",""
2023/03/06 08:01:59,"7.63℃","66.75%",""
2023/03/06 08:11:59,"7.69℃","65.94%",""
2023/03/06 08:21:59,"7.69℃","65.81%",""
2023/03/06 08:31:59,"7.88℃","66.12%",""
2023/03/06 08:41:59,"8.06℃","66.00%",""
2023/03/06 08:51:59,"8.31℃","65.50%",""
2023/03/06 09:01:59,"8.63℃","65.25%",""
2023/03/06 09:11:59,"8.94℃","64.69%",""
2023/03/06 09:21:59,"9.25℃","63.94%",""
2023/03/06 09:31:59,"9.63℃","63.50%",""
2023/03/06 09:41:59,"10.00℃","62.25%",""
2023/03/06 09:51:59,"10.69℃","61.69%",""
2023/03/06 10:01:59,"11.19℃","60.56%",""
2023/03/06 10:11:59,"11.50℃","60.38%",""
2023/03/06 10:21:59,"11.44℃","60.00%",""
2023/03/06 10:31:59,"11.38℃","60.00%",""
2023/03/06 10:41:59,"11.63℃","59.75%",""
2023/03/06 10:51:59,"12.00℃","59.06%",""
2023/03/06 11:01:59,"12.13℃","58.88%",""
2023/03/06 11:11:59,"12.38℃","57.56%",""
2023/03/06 11:21:59,"12.38℃","57.12%",""
2023/03/06 11:31:59,"12.50℃","56.19%",""
2023/03/06 11:41:59,"12.50℃","55.56%",""
2023/03/06 11:51:59,"12.75℃","55.25%",""
2023/03/06 12:01:59,"12.63℃","55.31%",""
2023/03/06 12:11:59,"12.13℃","56.31%",""
2023/03/06 12:21:59,"12.06℃","56.06%",""
2023/03/06 12:31:59,"11.94℃","56.12%",""
2023/03/06 12:41:59,"12.06℃","56.56%",""
2023/03/06 12:51:59,"12.31℃","55.69%",""
2023/03/06 13:01:59,"12.25℃","55.31%",""
2023/03/06 13:11:59,"12.19℃","54.56%",""
2023/03/06 13:21:59,"12.13℃","55.06%",""
2023/03/06 13:31:59,"12.25℃","54.56%",""
2023/03/06 13:41:59,"12.38℃","54.00%",""
2023/03/06 13:51:59,"12.44℃","53.81%",""
2023/03/06 14:01:59,"12.69℃","53.31%",""
2023/03/06 14:11:59,"12.75℃","52.50%",""
2023/03/06 14:21:59,"12.38℃","52.44%",""
2023/03/06 14:31:59,"12.19℃","52.81%",""
2023/03/06 14:41:59,"12.38℃","53.00%",""
2023/03/06 14:51:59,"12.31℃","52.75%",""
2023/03/06 15:01:59,"12.25℃","52.38%",""
2023/03/06 15:11:59,"12.25℃","51.81%",""
2023/03/06 15:21:59,"12.19℃","52.06%",""
2023/03/06 15:31:59,"12.06℃","51.12%",""
2023/03/06 15:41:59,"12.06℃","50.88%",""
2023/03/06 15:51:59,"12.00℃","51.38%",""
2023/03/06 16:01:59,"12.00℃","51.81%",""
2023/03/06 16:11:59,"12.00℃","52.38%",""
2023/03/06 16:21:59,"11.81℃","52.81%",""
2023/03/06 16:31:59,"11.75℃","52.94%",""
2023/03/06 16:41:59,"11.56℃","52.50%",""
2023/03/06 16:51:59,"11.44℃","53.50%",""
2023/03/06 17:01:59,"11.31℃","54.44%",""
2023/03/06 17:11:59,"11.25℃","54.62%",""
2023/03/06 17:21:59,"11.31℃","54.56%",""
2023/03/06 17:31:59,"11.19℃","54.56%",""
2023/03/06 17:41:59,"11.06℃","54.88%",""
2023/03/06 17:51:59,"10.94℃","55.06%",""
2023/03/06 18:01:59,"10.75℃","55.75%",""
2023/03/06 18:11:59,"10.56℃","56.19%",""
2023/03/06 18:21:59,"10.38℃","56.69%",""
2023/03/06 18:31:59,"10.13℃","57.44%",""
2023/03/06 18:41:59,"10.00℃","58.19%",""
2023/03/06 18:51:59,"9.88℃","58.62%",""
2023/03/06 19:01:59,"9.75℃","59.19%",""
2023/03/06 19:11:59,"9.75℃","59.06%",""
2023/03/06 19:21:59,"9.75℃","59.12%",""
2023/03/06 19:31:59,"9.63℃","60.12%",""
2023/03/06 19:41:59,"9.88℃","59.69%",""
2023/03/06 19:51:59,"9.75℃","59.88%",""
2023/03/06 20:01:59,"9.50℃","60.00%",""
2023/03/06 20:11:59,"9.25℃","60.62%",""
2023/03/06 20:21:59,"9.13℃","61.00%",""
2023/03/06 20:31:59,"8.94℃","61.50%",""
2023/03/06 20:41:59,"8.81℃","62.00%",""
2023/03/06 20:51:59,"8.69℃","62.31%",""
2023/03/06 21:01:59,"8.63℃","62.25%",""
2023/03/06 21:11:59,"8.56℃","62.50%",""
2023/03/06 21:21:59,"8.81℃","62.69%",""
2023/03/06 21:31:59,"8.88℃","62.25%",""
2023/03/06 21:41:59,"8.94℃","62.12%",""
2023/03/06 21:51:59,"8.94℃","61.75%",""
2023/03/06 22:01:59,"8.75℃","62.25%",""
2023/03/06 22:11:59,"8.50℃","62.88%",""
2023/03/06 22:21:59,"8.50℃","63.25%",""
2023/03/06 22:31:59,"8.50℃","63.12%",""
2023/03/06 22:41:59,"8.13℃","63.75%",""
2023/03/06 22:51:59,"8.00℃","64.44%",""
2023/03/06 23:01:59,"7.75℃","64.56%",""
2023/03/06 23:11:59,"7.69℃","65.00%",""
2023/03/06 23:21:59,"7.69℃","65.31%",""
2023/03/06 23:31:59,"7.63℃","65.56%",""
2023/03/06 23:41:59,"7.50℃","65.56%",""
2023/03/06 23:51:59,"7.38℃","65.69%",""
2023/03/07 00:01:59,"7.31℃","65.69%",""
2023/03/07 00:11:59,"7.38℃","65.75%",""
2023/03/07 00:21:59,"7.44℃","65.56%",""
2023/03/07 00:31:59,"7.31℃","65.88%",""
2023/03/07 00:41:59,"7.25℃","65.94%",""
2023/03/07 00:51:59,"7.06℃","66.19%",""
2023/03/07 01:01:59,"7.00℃","66.31%",""
2023/03/07 01:11:59,"6.88℃","66.38%",""
2023/03/07 01:21:59,"6.88℃","66.38%",""
2023/03/07 01:31:59,"6.81℃","66.50%",""
2023/03/07 01:41:59,"6.69℃","66.94%",""
2023/03/07 01:51:59,"6.50℃","67.44%",""
2023/03/07 02:01:59,"6.44℃","68.00%",""
2023/03/07 02:11:59,"6.31℃","68.06%",""
2023/03/07 02:21:59,"6.19℃","68.50%",""
2023/03/07 02:31:59,"6.19℃","68.81%",""
2023/03/07 02:41:59,"6.19℃","68.62%",""
2023/03/07 02:51:59,"6.06℃","68.31%",""
2023/03/07 03:01:59,"6.06℃","68.69%",""
2023/03/07 03:11:59,"5.69℃","68.94%",""
2023/03/07 03:21:59,"5.50℃","69.38%",""
2023/03/07 03:31:59,"5.44℃","69.81%",""
2023/03/07 03:41:59,"5.44℃","69.88%",""
2023/03/07 03:51:59,"5.50℃","69.88%",""
2023/03/07 04:01:59,"5.38℃","70.06%",""
2023/03/07 04:11:59,"5.44℃","70.06%",""
2023/03/07 04:21:59,"5.56℃","69.88%",""
2023/03/07 04:31:59,"5.81℃","69.19%",""
2023/03/07 04:41:59,"6.00℃","68.75%",""
2023/03/07 04:51:59,"6.06℃","68.44%",""
2023/03/07 05:01:59,"5.94℃","68.75%",""
2023/03/07 05:11:59,"5.94℃","69.00%",""
2023/03/07 05:21:59,"6.00℃","69.06%",""
2023/03/07 05:31:59,"6.00℃","69.31%",""
2023/03/07 05:41:59,"6.00℃","69.50%",""
2023/03/07 05:51:59,"6.19℃","69.62%",""
2023/03/07 06:01:59,"6.19℃","69.62%",""
2023/03/07 06:11:59,"6.06℃","69.44%",""
2023/03/07 06:21:59,"5.81℃","69.88%",""
2023/03/07 06:31:59,"5.75℃","70.19%",""
2023/03/07 06:41:59,"5.56℃","70.81%",""
2023/03/07 06:51:59,"5.56℃","70.88%",""
2023/03/07 07:01:59,"5.50℃","71.38%",""
2023/03/07 07:11:59,"5.44℃","71.75%",""
2023/03/07 07:21:59,"5.56℃","71.56%",""
2023/03/07 07:31:59,"5.88℃","71.06%",""
2023/03/07 07:41:59,"6.13℃","70.62%",""
2023/03/07 07:51:59,"6.31℃","70.31%",""
2023/03/07 08:01:59,"6.44℃","70.25%",""
2023/03/07 08:11:59,"6.63℃","70.12%",""
